#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPHA2	HSP90AB1	9606.ENSP00000351209	9606.ENSP00000360609	0	0	0	0	0.046	0.237	0	0.324	0.465
EPHA2	CDC42	9606.ENSP00000351209	9606.ENSP00000383118	0	0	0	0	0	0.348	0	0.372	0.573
EPHA2	EPHB1	9606.ENSP00000351209	9606.ENSP00000381097	0	0	0	0.932	0	0.058	0.600	0.684	0.625
EPHA2	AREG	9606.ENSP00000351209	9606.ENSP00000379097	0	0	0	0	0.076	0	0.600	0.218	0.685
EPHA2	DOCK4	9606.ENSP00000351209	9606.ENSP00000404179	0	0	0	0	0	0.057	0	0.684	0.690
EPHA2	YES1	9606.ENSP00000351209	9606.ENSP00000462468	0	0	0	0.750	0.115	0	0.900	0.340	0.914
EPHA2	GRB2	9606.ENSP00000351209	9606.ENSP00000376345	0	0	0	0	0.049	0.357	0.900	0.833	0.988
EPHA4	EGR2	9606.ENSP00000281821	9606.ENSP00000242480	0	0	0	0	0.055	0.067	0	0.407	0.431
EPHA4	SEMA3C	9606.ENSP00000281821	9606.ENSP00000265361	0	0	0	0	0	0.061	0	0.431	0.443
EPHA4	RTN1	9606.ENSP00000281821	9606.ENSP00000267484	0	0	0	0	0.089	0.057	0	0.638	0.662
EPHA4	CTNNB1	9606.ENSP00000281821	9606.ENSP00000344456	0	0	0	0	0.063	0.142	0	0.349	0.431
EPHA4	ASTN1	9606.ENSP00000281821	9606.ENSP00000354536	0	0	0	0	0.107	0	0	0.398	0.440
EPHA4	CDC42	9606.ENSP00000281821	9606.ENSP00000383118	0	0	0	0	0.062	0.140	0	0.482	0.545
EPHA4	EPHB1	9606.ENSP00000281821	9606.ENSP00000381097	0	0	0	0.961	0.089	0	0.600	0.809	0.632
EPHA4	VAPB	9606.ENSP00000281821	9606.ENSP00000417175	0	0	0	0	0	0.163	0	0.844	0.864
EPHA4	YES1	9606.ENSP00000281821	9606.ENSP00000462468	0	0	0	0.757	0.073	0.078	0.900	0.115	0.908
EPHA4	EPHA2	9606.ENSP00000281821	9606.ENSP00000351209	0	0	0	0.944	0	0.173	0.900	0.746	0.917
EPHB1	PAK1	9606.ENSP00000381097	9606.ENSP00000278568	0	0	0	0.561	0.062	0.076	0.600	0.130	0.638
EPHB1	EPHA4	9606.ENSP00000381097	9606.ENSP00000281821	0	0	0	0.961	0.089	0	0.600	0.809	0.632
EPHB1	TIAM1	9606.ENSP00000381097	9606.ENSP00000286827	0	0	0	0	0.077	0.182	0.900	0.688	0.973
EPHB1	EPHA2	9606.ENSP00000381097	9606.ENSP00000351209	0	0	0	0.932	0	0.058	0.600	0.684	0.625
EPHB1	MMP9	9606.ENSP00000381097	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.101	0.906
EPHB1	GRB2	9606.ENSP00000381097	9606.ENSP00000376345	0	0	0	0	0.062	0.357	0.900	0.563	0.970
EPHB1	CDC42	9606.ENSP00000381097	9606.ENSP00000383118	0	0	0	0	0.062	0.140	0	0.336	0.418
EPHB1	YES1	9606.ENSP00000381097	9606.ENSP00000462468	0	0	0	0.759	0.073	0.070	0.900	0.165	0.909
EPRS	ADAT2	9606.ENSP00000355890	9606.ENSP00000237283	0.274	0	0	0	0.107	0	0	0.365	0.552
EPRS	HIST1H4F	9606.ENSP00000355890	9606.ENSP00000244537	0	0	0	0	0.064	0.486	0	0.083	0.520
EPRS	PRPF6	9606.ENSP00000355890	9606.ENSP00000266079	0	0	0	0	0.115	0	0	0.465	0.507
EPRS	HSP90B1	9606.ENSP00000355890	9606.ENSP00000299767	0.111	0	0	0	0.236	0.092	0	0.206	0.445
EPRS	P2RY12	9606.ENSP00000355890	9606.ENSP00000307259	0	0	0	0	0	0	0	0.622	0.622
EPRS	NOC2L	9606.ENSP00000355890	9606.ENSP00000317992	0	0	0	0	0.485	0.077	0	0.672	0.830
EPRS	HSPH1	9606.ENSP00000355890	9606.ENSP00000318687	0.168	0	0	0	0.291	0.163	0	0.141	0.519
EPRS	EIF4A2	9606.ENSP00000355890	9606.ENSP00000326381	0.075	0	0	0	0.298	0.102	0	0.176	0.456
EPRS	SRPR	9606.ENSP00000355890	9606.ENSP00000328023	0.353	0	0	0	0.064	0.246	0	0.160	0.565
EPRS	F3	9606.ENSP00000355890	9606.ENSP00000334145	0	0	0	0	0	0	0	0.703	0.703
EPRS	ZC3H15	9606.ENSP00000355890	9606.ENSP00000338788	0	0	0	0	0.646	0	0	0	0.646
EPRS	FXR1	9606.ENSP00000355890	9606.ENSP00000350170	0	0	0	0	0.092	0.529	0	0.188	0.622
EPRS	MATR3	9606.ENSP00000355890	9606.ENSP00000354346	0	0	0	0	0.104	0.270	0	0.207	0.436
EPRS	TRMT2B	9606.ENSP00000355890	9606.ENSP00000362027	0.323	0	0	0	0.166	0	0	0	0.411
EPRS	CDC42	9606.ENSP00000355890	9606.ENSP00000383118	0	0	0	0	0	0.244	0	0.261	0.417
EPRS	CTH	9606.ENSP00000355890	9606.ENSP00000359976	0.135	0	0	0	0.063	0	0	0.374	0.448
EPRS	TRUB2	9606.ENSP00000355890	9606.ENSP00000361982	0.327	0	0	0	0.166	0	0	0.107	0.455
EPRS	PHB	9606.ENSP00000355890	9606.ENSP00000479488	0.252	0	0	0	0.119	0.281	0	0.043	0.486
EPRS	TOP2A	9606.ENSP00000355890	9606.ENSP00000411532	0	0	0	0	0.227	0	0	0.363	0.487
EPRS	SRSF10	9606.ENSP00000355890	9606.ENSP00000420195	0	0	0	0	0.077	0.316	0	0.262	0.493
EPRS	ILF3	9606.ENSP00000355890	9606.ENSP00000404121	0	0	0	0	0.062	0.432	0	0.197	0.535
EPRS	HNRNPC	9606.ENSP00000355890	9606.ENSP00000451291	0	0	0	0	0.122	0.248	0	0.371	0.548
EPRS	DOCK4	9606.ENSP00000355890	9606.ENSP00000404179	0.284	0	0	0	0.241	0.261	0	0.067	0.575
EPRS	CAST	9606.ENSP00000355890	9606.ENSP00000379157	0	0	0	0	0.064	0	0	0.615	0.625
EPRS	EIF4G1	9606.ENSP00000355890	9606.ENSP00000416255	0	0	0	0	0.261	0.344	0	0.297	0.629
EPRS	IL6ST	9606.ENSP00000355890	9606.ENSP00000370698	0	0	0	0	0	0	0	0.645	0.645
EPRS	MRPS12	9606.ENSP00000355890	9606.ENSP00000384952	0.082	0	0	0	0.294	0.368	0	0.251	0.652
EPRS	ATXN2L	9606.ENSP00000355890	9606.ENSP00000378917	0	0	0	0	0.065	0.649	0	0	0.657
EPRS	RPS24	9606.ENSP00000355890	9606.ENSP00000414321	0	0	0	0	0.394	0.399	0	0.216	0.689
EPRS	NOP56	9606.ENSP00000355890	9606.ENSP00000370589	0	0	0	0	0.819	0	0	0.173	0.843
ERMN	TCF25	9606.ENSP00000380453	9606.ENSP00000263346	0	0	0	0	0.084	0.253	0	0.537	0.655
ERMN	EZR	9606.ENSP00000380453	9606.ENSP00000356042	0	0	0	0	0	0	0	0.604	0.604
ERMN	OLIG1	9606.ENSP00000380453	9606.ENSP00000371785	0	0	0	0	0.297	0	0	0.220	0.429
ERP29	DNAJC3	9606.ENSP00000261735	9606.ENSP00000473631	0	0	0	0	0.064	0	0	0.466	0.479
ERP29	HSP90B1	9606.ENSP00000261735	9606.ENSP00000299767	0	0	0	0	0.063	0	0	0.650	0.658
ERP29	PDIA3	9606.ENSP00000261735	9606.ENSP00000300289	0	0	0	0	0.085	0	0	0.785	0.796
ETS1	NFKB1	9606.ENSP00000376436	9606.ENSP00000226574	0	0	0	0	0.062	0.606	0	0.422	0.767
ETS1	LTF	9606.ENSP00000376436	9606.ENSP00000231751	0	0	0	0	0	0	0	0.408	0.408
ETS1	KRAS	9606.ENSP00000376436	9606.ENSP00000256078	0	0	0	0	0	0.342	0	0.372	0.569
ETS1	IL7R	9606.ENSP00000376436	9606.ENSP00000306157	0	0	0	0	0.142	0	0	0.391	0.455
ETS1	SRPR	9606.ENSP00000376436	9606.ENSP00000328023	0	0	0	0	0	0	0	0.486	0.485
ETS1	TNRC6C	9606.ENSP00000376436	9606.ENSP00000336783	0	0	0	0	0	0	0.650	0	0.650
ETS1	MEF2C	9606.ENSP00000376436	9606.ENSP00000340874	0	0	0	0	0.063	0.056	0	0.429	0.450
ETS1	FOXN2	9606.ENSP00000376436	9606.ENSP00000343633	0	0	0	0	0	0.070	0	0.633	0.644
ETS1	CTNNB1	9606.ENSP00000376436	9606.ENSP00000344456	0	0	0	0	0	0.270	0	0.470	0.597
ETS1	ZEB1	9606.ENSP00000376436	9606.ENSP00000354487	0	0	0	0	0.062	0	0	0.471	0.482
ETS1	RUNX2	9606.ENSP00000376436	9606.ENSP00000360493	0	0	0	0	0.063	0.426	0	0.578	0.753
ETS1	MMP9	9606.ENSP00000376436	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.504	0.514
ETS1	AGO3	9606.ENSP00000376436	9606.ENSP00000362287	0	0	0	0	0	0	0.650	0.048	0.652
ETS1	ID1	9606.ENSP00000376436	9606.ENSP00000365280	0	0	0	0	0.062	0	0.650	0.441	0.800
ETS1	TNF	9606.ENSP00000376436	9606.ENSP00000398698	0	0	0	0	0.061	0	0	0.426	0.438
ETS1	TCF4	9606.ENSP00000376436	9606.ENSP00000381382	0	0	0	0	0	0.293	0	0.467	0.608
ETS1	MOV10	9606.ENSP00000376436	9606.ENSP00000399797	0	0	0	0	0	0	0.650	0	0.650
EVI5	SGSM2	9606.ENSP00000359356	9606.ENSP00000268989	0	0	0	0	0.062	0	0	0.521	0.531
EVI5	MYCL	9606.ENSP00000359356	9606.ENSP00000380494	0	0	0	0	0	0	0	0.414	0.414
EVI5	CEP104	9606.ENSP00000359356	9606.ENSP00000367476	0	0	0	0	0	0	0	0.449	0.449
EYS	PRPF6	9606.ENSP00000424243	9606.ENSP00000266079	0	0	0	0	0	0	0	0.468	0.468
EYS	PRPF3	9606.ENSP00000424243	9606.ENSP00000315379	0	0	0	0	0	0	0	0.489	0.489
EYS	RPGR	9606.ENSP00000424243	9606.ENSP00000367766	0	0	0	0	0	0.057	0	0.684	0.689
EYS	FAM161A	9606.ENSP00000424243	9606.ENSP00000385158	0	0	0	0	0	0	0	0.681	0.681
EZH2	HIST1H4F	9606.ENSP00000320147	9606.ENSP00000244537	0	0	0	0	0.049	0.556	0	0.540	0.789
EZH2	SMARCC1	9606.ENSP00000320147	9606.ENSP00000254480	0	0	0	0	0.123	0.305	0	0.460	0.642
EZH2	KRAS	9606.ENSP00000320147	9606.ENSP00000256078	0	0	0	0	0.063	0.058	0	0.565	0.583
EZH2	CCND2	9606.ENSP00000320147	9606.ENSP00000261254	0	0	0	0	0.049	0	0	0.452	0.456
EZH2	DNMT3A	9606.ENSP00000320147	9606.ENSP00000264709	0	0	0	0	0	0.501	0.600	0.988	0.997
EZH2	EGF	9606.ENSP00000320147	9606.ENSP00000265171	0	0	0	0	0	0.056	0	0.420	0.430
EZH2	WNT2	9606.ENSP00000320147	9606.ENSP00000265441	0	0	0	0	0	0.102	0	0.420	0.457
EZH2	NUF2	9606.ENSP00000320147	9606.ENSP00000271452	0	0	0	0	0.337	0	0	0.136	0.403
EZH2	MTA2	9606.ENSP00000320147	9606.ENSP00000278823	0	0	0	0	0.064	0.056	0.650	0.695	0.893
EZH2	ATAD2	9606.ENSP00000320147	9606.ENSP00000287394	0	0	0	0	0.355	0.057	0	0.258	0.509
EZH2	HIST1H2BD	9606.ENSP00000320147	9606.ENSP00000289316	0	0	0	0	0	0.080	0.600	0.073	0.629
EZH2	RAD21	9606.ENSP00000320147	9606.ENSP00000297338	0	0	0	0	0.095	0.061	0	0.505	0.543
EZH2	HIST1H2AE	9606.ENSP00000320147	9606.ENSP00000303373	0	0	0	0	0	0.349	0	0.252	0.493
EZH2	PTGDR	9606.ENSP00000320147	9606.ENSP00000303424	0	0	0	0	0	0.056	0	0.687	0.692
EZH2	IL7R	9606.ENSP00000320147	9606.ENSP00000306157	0	0	0	0	0	0	0	0.455	0.455
EZH2	MLLT10	9606.ENSP00000320147	9606.ENSP00000307411	0	0	0	0	0.062	0.071	0	0.436	0.466
EZH2	REST	9606.ENSP00000320147	9606.ENSP00000311816	0	0	0	0	0.079	0.106	0.650	0.392	0.801
EZH2	TNF	9606.ENSP00000320147	9606.ENSP00000398698	0	0	0	0	0	0.057	0	0.390	0.400
EZH2	RUNX2	9606.ENSP00000320147	9606.ENSP00000360493	0	0	0	0	0	0	0	0.417	0.416
EZH2	MMP9	9606.ENSP00000320147	9606.ENSP00000361405	0	0	0	0	0	0	0	0.421	0.420
EZH2	USP1	9606.ENSP00000320147	9606.ENSP00000343526	0	0	0	0	0.214	0.270	0	0.082	0.427
EZH2	DLEU1	9606.ENSP00000320147	9606.ENSP00000367422	0	0	0	0	0	0	0	0.438	0.438
EZH2	BRD2	9606.ENSP00000320147	9606.ENSP00000378704	0	0	0	0	0	0.103	0	0.418	0.456
EZH2	HIST1H2AI	9606.ENSP00000320147	9606.ENSP00000351589	0	0	0	0	0.076	0.349	0	0.179	0.464
EZH2	LRRFIP1	9606.ENSP00000320147	9606.ENSP00000375857	0	0	0	0	0	0	0	0.466	0.466
EZH2	CDKN1C	9606.ENSP00000320147	9606.ENSP00000413720	0	0	0	0	0.056	0	0	0.479	0.487
EZH2	BRCA2	9606.ENSP00000320147	9606.ENSP00000369497	0	0	0	0	0.159	0	0	0.416	0.488
EZH2	MEF2C	9606.ENSP00000320147	9606.ENSP00000340874	0	0	0	0	0.051	0	0	0.488	0.494
EZH2	HIST1H3J	9606.ENSP00000320147	9606.ENSP00000352252	0	0	0	0	0.049	0.172	0	0.456	0.534
EZH2	SS18	9606.ENSP00000320147	9606.ENSP00000414516	0	0	0	0	0.062	0.285	0	0.391	0.556
EZH2	KDM4A	9606.ENSP00000320147	9606.ENSP00000361473	0	0	0	0	0.062	0.071	0	0.565	0.588
EZH2	HELLS	9606.ENSP00000320147	9606.ENSP00000377601	0	0	0	0	0.375	0.154	0	0.332	0.616
EZH2	HIST1H2BH	9606.ENSP00000320147	9606.ENSP00000479169	0	0	0	0	0.076	0.080	0.600	0.060	0.637
EZH2	FBXL19	9606.ENSP00000320147	9606.ENSP00000369666	0	0	0	0	0.084	0.611	0	0.148	0.670
EZH2	ZEB1	9606.ENSP00000320147	9606.ENSP00000354487	0	0	0	0	0	0.105	0	0.652	0.676
EZH2	MECP2	9606.ENSP00000320147	9606.ENSP00000395535	0	0	0	0	0.066	0.057	0	0.674	0.688
EZH2	PRC1	9606.ENSP00000320147	9606.ENSP00000377793	0	0	0	0	0.672	0.104	0	0.085	0.708
EZH2	HIST1H2AC	9606.ENSP00000320147	9606.ENSP00000367022	0	0	0	0	0	0.146	0.600	0.303	0.741
EZH2	TET2	9606.ENSP00000320147	9606.ENSP00000442788	0	0	0	0	0.049	0	0	0.795	0.798
EZH2	TOP2A	9606.ENSP00000320147	9606.ENSP00000411532	0	0	0	0	0.700	0.043	0	0.377	0.805
EZH2	HIST2H2BE	9606.ENSP00000320147	9606.ENSP00000358151	0	0	0	0	0	0.080	0.600	0.630	0.852
EZH2	ARNTL	9606.ENSP00000320147	9606.ENSP00000384517	0	0	0	0	0	0.182	0	0.872	0.891
EZH2	POLR2L	9606.ENSP00000320147	9606.ENSP00000324124	0	0	0	0	0.053	0.064	0.900	0	0.903
EZH2	POLR2F	9606.ENSP00000320147	9606.ENSP00000403852	0	0	0	0	0.055	0.064	0.900	0.261	0.925
EZH2	TBL1XR1	9606.ENSP00000320147	9606.ENSP00000405574	0	0	0	0	0	0.138	0.900	0.232	0.928
EZH2	CTNNB1	9606.ENSP00000320147	9606.ENSP00000344456	0	0	0	0	0.062	0.679	0	0.949	0.983
EZH2	CHD4	9606.ENSP00000320147	9606.ENSP00000349508	0	0	0	0	0.062	0.807	0.650	0.897	0.992
EZH2	PHF1	9606.ENSP00000320147	9606.ENSP00000363640	0	0	0	0	0.052	0.916	0.600	0.981	0.999
EZR	WASL	9606.ENSP00000356042	9606.ENSP00000223023	0	0	0	0	0	0	0	0.696	0.696
EZR	BST2	9606.ENSP00000356042	9606.ENSP00000252593	0	0	0	0	0	0	0	0.505	0.505
EZR	KRAS	9606.ENSP00000356042	9606.ENSP00000256078	0	0	0	0	0	0.164	0	0.353	0.437
EZR	SLC9A1	9606.ENSP00000356042	9606.ENSP00000263980	0	0	0	0	0	0.153	0.800	0.988	0.998
EZR	EGF	9606.ENSP00000356042	9606.ENSP00000265171	0	0	0	0	0	0	0	0.508	0.508
EZR	MYL9	9606.ENSP00000356042	9606.ENSP00000279022	0	0	0	0	0	0.185	0	0.395	0.485
EZR	PDIA3	9606.ENSP00000356042	9606.ENSP00000300289	0	0	0	0	0	0.138	0	0.454	0.510
EZR	CCL11	9606.ENSP00000356042	9606.ENSP00000302234	0	0	0	0	0	0	0.900	0.046	0.900
EZR	CTNNA1	9606.ENSP00000356042	9606.ENSP00000304669	0	0	0	0	0.062	0.058	0	0.403	0.426
EZR	SPTBN5	9606.ENSP00000356042	9606.ENSP00000317790	0	0	0	0	0.062	0.127	0	0.337	0.409
EZR	LAMP1	9606.ENSP00000356042	9606.ENSP00000333298	0	0	0	0	0	0.110	0	0.485	0.523
EZR	CTNNB1	9606.ENSP00000356042	9606.ENSP00000344456	0	0	0	0	0.119	0.298	0	0.816	0.876
EZR	PHB	9606.ENSP00000356042	9606.ENSP00000479488	0	0	0	0	0.063	0.270	0	0.218	0.418
EZR	GAS2	9606.ENSP00000356042	9606.ENSP00000401145	0	0	0	0	0	0.062	0	0.413	0.425
EZR	SNX9	9606.ENSP00000356042	9606.ENSP00000376024	0	0	0	0	0	0	0	0.453	0.453
EZR	YES1	9606.ENSP00000356042	9606.ENSP00000462468	0	0	0	0	0	0.056	0	0.488	0.497
EZR	CLIC1	9606.ENSP00000356042	9606.ENSP00000364935	0	0	0	0	0.089	0	0	0.531	0.555
EZR	HSP90AB1	9606.ENSP00000356042	9606.ENSP00000360609	0	0	0	0	0.062	0	0	0.574	0.583
EZR	ERMN	9606.ENSP00000356042	9606.ENSP00000380453	0	0	0	0	0	0	0	0.604	0.604
EZR	GRB2	9606.ENSP00000356042	9606.ENSP00000376345	0	0	0	0	0	0.298	0	0.587	0.698
EZR	CDC42	9606.ENSP00000356042	9606.ENSP00000383118	0	0	0	0	0.067	0.151	0	0.833	0.857
F3	EGF	9606.ENSP00000334145	9606.ENSP00000265171	0	0	0	0	0	0	0	0.966	0.966
F3	PIK3C2A	9606.ENSP00000334145	9606.ENSP00000265970	0	0	0	0	0	0	0	0.504	0.504
F3	P2RY12	9606.ENSP00000334145	9606.ENSP00000307259	0	0	0	0	0	0	0	0.559	0.559
F3	OLR1	9606.ENSP00000334145	9606.ENSP00000309124	0	0	0	0	0	0	0	0.429	0.429
F3	IL10	9606.ENSP00000334145	9606.ENSP00000412237	0	0	0	0	0	0	0	0.556	0.556
F3	MMP9	9606.ENSP00000334145	9606.ENSP00000361405	0	0	0	0	0	0	0	0.559	0.559
F3	EPRS	9606.ENSP00000334145	9606.ENSP00000355890	0	0	0	0	0	0	0	0.703	0.703
F3	TNF	9606.ENSP00000334145	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.698	0.705
FAF2	TECR	9606.ENSP00000261942	9606.ENSP00000215567	0	0	0	0	0	0	0	0.408	0.408
FAF2	AGO3	9606.ENSP00000261942	9606.ENSP00000362287	0	0	0	0	0.066	0	0	0.387	0.402
FAF2	OTUD4	9606.ENSP00000261942	9606.ENSP00000409279	0	0	0	0	0	0	0	0.429	0.429
FAF2	HSP90B1	9606.ENSP00000261942	9606.ENSP00000299767	0	0	0	0	0.100	0.295	0	0.184	0.437
FAF2	KLHDC10	9606.ENSP00000261942	9606.ENSP00000334140	0	0	0	0	0.056	0	0	0.428	0.437
FAF2	BET1L	9606.ENSP00000261942	9606.ENSP00000372210	0	0	0	0	0	0	0	0.442	0.442
FAF2	TRIM56	9606.ENSP00000261942	9606.ENSP00000305161	0	0	0	0	0.098	0.270	0	0.259	0.469
FAF2	SREBF1	9606.ENSP00000261942	9606.ENSP00000348069	0	0	0	0	0.062	0.122	0	0.458	0.515
FAM161A	PRPF6	9606.ENSP00000385158	9606.ENSP00000266079	0	0	0	0	0	0	0	0.469	0.469
FAM161A	PRPF3	9606.ENSP00000385158	9606.ENSP00000315379	0	0	0	0	0	0	0	0.459	0.459
FAM161A	RPGR	9606.ENSP00000385158	9606.ENSP00000367766	0	0	0	0	0	0	0	0.596	0.596
FAM161A	CPPED1	9606.ENSP00000385158	9606.ENSP00000371193	0	0	0	0	0	0	0	0.501	0.501
FAM161A	GOLGA2	9606.ENSP00000385158	9606.ENSP00000416097	0	0	0	0	0	0.334	0	0.465	0.629
FAM161A	EYS	9606.ENSP00000385158	9606.ENSP00000424243	0	0	0	0	0	0	0	0.681	0.681
FAM166A	DNAH17	9606.ENSP00000344729	9606.ENSP00000374490	0	0	0	0	0	0	0	0.446	0.446
FAM178A	LMNB2	9606.ENSP00000359292	9606.ENSP00000327054	0	0	0	0	0	0	0	0.455	0.455
FAM178A	SMC5	9606.ENSP00000359292	9606.ENSP00000354957	0	0	0	0	0.122	0	0	0.619	0.651
FAM178A	ARMCX4	9606.ENSP00000359292	9606.ENSP00000404304	0	0	0	0	0	0	0	0.504	0.504
FAM53A	KIAA1683	9606.ENSP00000310057	9606.ENSP00000376213	0	0	0	0	0	0	0	0.455	0.455
FAM53A	TNK2	9606.ENSP00000310057	9606.ENSP00000371341	0	0	0	0	0	0	0	0.498	0.498
FAM91A1	CACNA2D3	9606.ENSP00000335082	9606.ENSP00000419101	0	0	0	0	0	0	0	0.413	0.413
FAR1	PEX26	9606.ENSP00000346874	9606.ENSP00000331106	0	0	0	0	0	0	0	0.434	0.434
FAR1	CDC42	9606.ENSP00000346874	9606.ENSP00000383118	0	0	0	0	0.062	0	0	0.450	0.463
FAR1	ACBD5	9606.ENSP00000346874	9606.ENSP00000379568	0.073	0	0	0	0	0	0	0.477	0.494
FASN	RPS6KB1	9606.ENSP00000304592	9606.ENSP00000225577	0	0	0	0	0	0	0	0.431	0.431
FASN	GYS2	9606.ENSP00000304592	9606.ENSP00000261195	0	0	0	0	0.062	0	0	0.408	0.421
FASN	SC5D	9606.ENSP00000304592	9606.ENSP00000264027	0	0	0	0	0.063	0	0	0.392	0.406
FASN	PSMD3	9606.ENSP00000304592	9606.ENSP00000264639	0	0	0	0	0.097	0.727	0	0	0.742
FASN	TKT	9606.ENSP00000304592	9606.ENSP00000391481	0	0	0	0	0.159	0	0	0.325	0.408
FASN	TNF	9606.ENSP00000304592	9606.ENSP00000398698	0	0	0	0	0	0	0	0.438	0.438
FASN	ELOVL7	9606.ENSP00000304592	9606.ENSP00000424123	0	0	0	0	0.073	0	0	0.494	0.511
FASN	HADHA	9606.ENSP00000304592	9606.ENSP00000370023	0.046	0	0	0	0	0	0	0.555	0.557
FASN	SREBF1	9606.ENSP00000304592	9606.ENSP00000348069	0	0	0	0	0.189	0	0.900	0.923	0.993
FASTKD2	TRUB2	9606.ENSP00000236980	9606.ENSP00000361982	0	0	0	0	0.062	0.736	0	0.686	0.915
FBXL19	FBXO9	9606.ENSP00000369666	9606.ENSP00000244426	0	0	0	0	0.077	0.729	0	0.299	0.809
FBXL19	HIST1H4F	9606.ENSP00000369666	9606.ENSP00000244537	0	0	0	0	0.062	0.552	0	0.146	0.609
FBXL19	TAF12	9606.ENSP00000369666	9606.ENSP00000263974	0	0	0	0	0.143	0.179	0	0.258	0.432
FBXL19	EZH2	9606.ENSP00000369666	9606.ENSP00000320147	0	0	0	0	0.084	0.611	0	0.148	0.670
FBXL19	CHD4	9606.ENSP00000369666	9606.ENSP00000349508	0	0	0	0	0.086	0.369	0	0.125	0.451
FBXL19	HIST1H3J	9606.ENSP00000369666	9606.ENSP00000352252	0	0	0	0	0.062	0.552	0	0.137	0.605
FBXL19	SMURF1	9606.ENSP00000369666	9606.ENSP00000354621	0	0	0	0	0.088	0.145	0	0.305	0.411
FBXL19	MED23	9606.ENSP00000369666	9606.ENSP00000357047	0	0	0	0	0	0	0	0.465	0.465
FBXL19	KDM4A	9606.ENSP00000369666	9606.ENSP00000361473	0	0	0	0	0.166	0.158	0	0.240	0.420
FBXL19	PPP1R10	9606.ENSP00000369666	9606.ENSP00000365694	0	0	0	0	0.063	0	0	0.421	0.434
FBXL19	HELLS	9606.ENSP00000369666	9606.ENSP00000377601	0	0	0	0	0.122	0.529	0	0.107	0.598
FBXL19	HIST1H4G	9606.ENSP00000369666	9606.ENSP00000477870	0	0	0	0	0.062	0.552	0	0.129	0.602
FBXO9	FBXL19	9606.ENSP00000244426	9606.ENSP00000369666	0	0	0	0	0.077	0.729	0	0.299	0.809
FCRL4	EMR3	9606.ENSP00000271532	9606.ENSP00000253673	0	0	0	0	0	0	0	0.469	0.469
FEM1C	KLHDC10	9606.ENSP00000274457	9606.ENSP00000334140	0	0	0	0	0.062	0.067	0	0.397	0.426
FEM1C	GRAMD3	9606.ENSP00000274457	9606.ENSP00000426120	0	0	0	0	0.054	0.056	0	0.478	0.493
FEM1C	PGM2L1	9606.ENSP00000274457	9606.ENSP00000298198	0	0	0	0	0.062	0.057	0	0.484	0.504
FH	VHL	9606.ENSP00000355518	9606.ENSP00000256474	0	0	0	0	0	0	0	0.454	0.454
FH	DHTKD1	9606.ENSP00000355518	9606.ENSP00000263035	0.057	0	0	0	0.447	0	0.360	0.509	0.814
FH	GOT1L1	9606.ENSP00000355518	9606.ENSP00000303077	0	0	0	0	0.122	0.335	0.800	0.147	0.887
FH	SHMT1	9606.ENSP00000355518	9606.ENSP00000318868	0	0	0	0	0	0	0	0.621	0.621
FH	GPT2	9606.ENSP00000355518	9606.ENSP00000345282	0	0	0	0	0.085	0.726	0.800	0.197	0.954
FH	ARNT	9606.ENSP00000355518	9606.ENSP00000351407	0	0	0	0	0	0	0	0.436	0.436
FH	TOP2A	9606.ENSP00000355518	9606.ENSP00000411532	0.087	0	0	0	0.069	0.118	0	0.297	0.402
FH	HADHA	9606.ENSP00000355518	9606.ENSP00000370023	0	0	0	0	0.075	0.169	0	0.292	0.408
FH	TKT	9606.ENSP00000355518	9606.ENSP00000391481	0.070	0	0	0	0.107	0.744	0	0.656	0.917
FKBP2	PPIL4	9606.ENSP00000378046	9606.ENSP00000253329	0	0	0	0	0	0.175	0	0.667	0.714
FKBP2	PRPF6	9606.ENSP00000378046	9606.ENSP00000266079	0	0	0	0	0.062	0	0	0.435	0.447
FKBP2	HSP90B1	9606.ENSP00000378046	9606.ENSP00000299767	0	0	0	0	0.062	0.177	0	0.333	0.440
FKBP2	PDIA3	9606.ENSP00000378046	9606.ENSP00000300289	0	0	0	0	0.083	0.255	0	0.398	0.553
FKBP2	FXR1	9606.ENSP00000378046	9606.ENSP00000350170	0	0	0	0	0	0	0	0.459	0.459
FKBP2	PCYOX1	9606.ENSP00000378046	9606.ENSP00000387654	0	0	0	0	0.062	0	0	0.683	0.690
FOSB	EGR2	9606.ENSP00000245919	9606.ENSP00000242480	0	0	0	0	0.565	0.062	0.650	0.649	0.943
FOSB	NFKBIZ	9606.ENSP00000245919	9606.ENSP00000325663	0	0	0	0	0.154	0.056	0	0.310	0.401
FOSB	MECP2	9606.ENSP00000245919	9606.ENSP00000395535	0	0	0	0	0	0	0	0.427	0.427
FOSB	NFE2L2	9606.ENSP00000245919	9606.ENSP00000380252	0	0	0	0	0	0.322	0	0.213	0.444
FOSB	SKI	9606.ENSP00000245919	9606.ENSP00000367797	0	0	0	0	0	0	0	0.445	0.445
